id,country,age,gender,EDUCATION_LEVEL,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,wtpVal_PPP,taxesExtra_PPP,ticketExtra_PPP,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2,WTP_BD1_PPP,WTP_BD2_PPP,geq_taxes_BD1_PPP,geq_taxes_BD2_PPP,geq_ticket_BD1_PPP,geq_ticket_BD2_PPP
735,Chile,40,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,60000,30000,NA,200,100,NA,1,Yes,1,Yes,NA,NA,1,1,NA,60000,120000,30000,60000,NA,NA,200,400,100,200,NA,NA
736,Chile,41,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,No,No,NA,No,No,NA,NA,NA,15000,30000,NA,50,100,NA,1,Yes,0,No,NA,NA,1,0,NA,15000,30000,30000,15000,NA,NA,50,100,100,50,NA,NA
737,Chile,48,Femenino,Primary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,No,NA,No,Yes,Yes,No,NA,NA,149000,3000,NA,500,10,NA,NA,0,No,1,No,NA,0,0,NA,NA,149000,74500,3000,6000,NA,NA,500,250,10,20
738,Chile,20,Masculino,University completed,Vaccines are only available for private purchase,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,3000,NA,NA,10,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,3000,1500,NA,NA,NA,NA,10,5,NA,NA
739,Chile,22,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,60000,149000,3000,200,500,10,1,Yes,0,Yes,1,Yes,1,1,1,60000,120000,149000,74500,3000,6000,200,400,500,250,10,20
740,Chile,59,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,DK,No,NA,No,No,NA,NA,NA,119000,299000,NA,400,1000,NA,0,No,0,No,NA,NA,0,0,NA,119000,59500,299000,149500,NA,NA,400,200,1000,500,NA,NA
741,Chile,68,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,No,NA,NA,1493000,60000,NA,5000,200,NA,NA,0,No,1,No,NA,0,0,NA,NA,1493000,746500,60000,120000,NA,NA,5000,2500,200,400
742,Chile,57,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,No,NA,No,No,NA,NA,NA,119000,3000,NA,400,10,NA,0,No,0,No,NA,NA,0,0,NA,119000,59500,3000,1500,NA,NA,400,200,10,5,NA,NA
743,Chile,26,Femenino,Unknown/missing,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,1493000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,1493000,746500,NA,NA,NA,NA,5000,2500,NA,NA
744,Chile,34,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,No,NA,No,DK,NA,NA,NA,30000,1493000,NA,100,5000,NA,0,No,0,No,NA,NA,0,0,NA,30000,15000,1493000,746500,NA,NA,100,50,5000,2500,NA,NA
745,Chile,44,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,No,NA,NA,3000,30000,NA,10,100,NA,NA,1,Yes,1,No,NA,1,0,NA,NA,3000,6000,30000,60000,NA,NA,10,20,100,200
746,Chile,24,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,DK,NA,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,15000,30000,NA,NA,NA,NA,50,100,NA,NA
747,Chile,39,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,No,No,NA,No,Yes,No,NA,No,15000,149000,30000,50,500,100,1,Yes,0,No,0,No,1,0,0,15000,30000,149000,74500,30000,15000,50,100,500,250,100,50
748,Chile,20,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,DK,NA,NA,DK,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,50,NA,NA,NA
749,Chile,21,Otro,University completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,3000,3000,NA,10,10,NA,NA,1,Yes,1,Yes,NA,1,1,NA,NA,3000,6000,3000,6000,NA,NA,10,20,10,20
750,Chile,27,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,Yes,No,No,NA,No,No,NA,NA,NA,30000,30000,NA,100,100,NA,0,Yes,0,No,NA,NA,1,0,NA,30000,15000,30000,15000,NA,NA,100,50,100,50,NA,NA
751,Chile,45,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,RS,RS,NA,NA,No,NA,NA,NA,NA,3000,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,10,NA,NA,NA
752,Chile,28,Masculino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30000,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30000,15000,NA,NA,NA,NA,100,50,NA,NA
753,Chile,28,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,DK,NA,Yes,Yes,DK,NA,30000,15000,15000,100,50,50,0,No,1,DK,1,DK,0,NA,NA,30000,15000,15000,30000,15000,30000,100,50,50,100,50,100
754,Chile,28,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,No,NA,No,Yes,Yes,No,NA,299000,149000,30000,1000,500,100,0,No,0,No,1,No,0,0,0,299000,149500,149000,74500,30000,60000,1000,500,500,250,100,200
755,Chile,50,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,RS,RS,NA,NA,No,NA,NA,NA,NA,3000,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3000,NA,NA,NA,NA,NA,10,NA,NA,NA
756,Chile,44,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,DK,NA,NA,Yes,Yes,DK,NA,30000,1493000,60000,100,5000,200,1,Yes,NA,NA,1,DK,1,NA,NA,30000,60000,1493000,NA,60000,120000,100,200,5000,NA,200,400
757,Chile,63,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,15000,7500,NA,NA,NA,NA,50,25,NA,NA
758,Chile,26,Masculino,Unknown/missing,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,No,No,NA,No,No,NA,NA,NA,299000,149000,NA,1000,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,299000,NA,149000,74500,NA,NA,1000,NA,500,250,NA,NA
759,Chile,23,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,No,NA,Yes,No,NA,NA,NA,15000,15000,NA,50,50,NA,1,Yes,0,Yes,NA,NA,1,1,NA,15000,30000,15000,7500,NA,NA,50,100,50,25,NA,NA
760,Chile,26,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,Yes,Yes,NA,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,15000,30000,NA,NA,NA,NA,50,100,NA,NA
761,Chile,20,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,DK,NA,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,15000,30000,NA,NA,NA,NA,50,100,NA,NA
762,Chile,60,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30000,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30000,15000,NA,NA,NA,NA,100,50,NA,NA
763,Chile,39,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,Yes,No,No,NA,No,No,NA,NA,NA,15000,299000,NA,50,1000,NA,0,Yes,0,No,NA,NA,1,0,NA,15000,7500,299000,149500,NA,NA,50,25,1000,500,NA,NA
764,Chile,28,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,DK,NA,NA,Yes,Yes,DK,NA,15000,1493000,15000,50,5000,50,NA,NA,NA,NA,1,DK,NA,NA,NA,15000,NA,1493000,NA,15000,30000,50,NA,5000,NA,50,100
765,Chile,32,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,No,NA,No,No,NA,NA,NA,119000,1493000,NA,400,5000,NA,0,No,0,No,NA,NA,0,0,NA,119000,59500,1493000,746500,NA,NA,400,200,5000,2500,NA,NA
766,Chile,46,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,1493000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,1493000,746500,NA,NA,NA,NA,5000,2500,NA,NA
767,Chile,40,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,No,NA,No,DK,NA,NA,NA,30000,30000,NA,100,100,NA,1,No,0,No,NA,NA,0,0,NA,30000,60000,30000,15000,NA,NA,100,200,100,50,NA,NA
768,Chile,27,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,149000,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,149000,74500,NA,NA,NA,NA,500,250,NA,NA
769,Chile,66,Masculino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,3000,NA,NA,10,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,3000,1500,NA,NA,NA,NA,10,5,NA,NA
770,Chile,29,Masculino,University completed,Do not know,Yes,Yes,No,NA,DK,No,NA,No,No,NA,NA,NA,119000,299000,NA,400,1000,NA,1,No,0,No,NA,NA,0,0,NA,119000,238000,299000,149500,NA,NA,400,800,1000,500,NA,NA
771,Chile,59,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,15000,7500,NA,NA,NA,NA,50,25,NA,NA
772,Chile,21,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,No,NA,No,Yes,Yes,No,NA,NA,1493000,15000,NA,5000,50,NA,NA,0,No,1,No,NA,0,0,NA,NA,1493000,746500,15000,30000,NA,NA,5000,2500,50,100
773,Chile,62,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,No,NA,No,NA,NA,NA,60000,30000,NA,200,100,NA,0,No,1,No,NA,NA,0,0,NA,60000,30000,30000,60000,NA,NA,200,100,100,200,NA,NA
774,Chile,34,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,299000,30000,NA,1000,100,NA,1,Yes,1,Yes,NA,NA,1,1,NA,299000,598000,30000,60000,NA,NA,1000,2000,100,200,NA,NA
775,Chile,31,Masculino,Unknown/missing,Do not know,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,30000,NA,NA,100,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,30000,15000,NA,NA,NA,NA,100,50,NA,NA
776,Chile,22,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,Yes,Yes,No,NA,NA,1493000,15000,NA,5000,50,NA,NA,0,No,1,No,NA,0,0,NA,NA,1493000,746500,15000,30000,NA,NA,5000,2500,50,100
777,Chile,43,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,No,NA,Yes,Yes,No,NA,15000,299000,6000,50,1000,20,1,Yes,1,No,1,No,1,0,0,15000,30000,299000,598000,6000,12000,50,100,1000,2000,20,40
778,Chile,57,Femenino,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,RS,RS,NA,NA,No,NA,NA,NA,NA,149000,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149000,NA,NA,NA,NA,NA,500,NA,NA,NA
779,Chile,31,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,299000,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,299000,149500,NA,NA,NA,NA,1000,500,NA,NA
780,Chile,27,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,DK,NA,119000,30000,15000,400,100,50,1,Yes,1,Yes,1,DK,1,1,NA,119000,238000,30000,60000,15000,30000,400,800,100,200,50,100
781,Chile,25,Femenino,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,1493000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,1493000,746500,NA,NA,NA,NA,5000,2500,NA,NA
782,Chile,21,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,Yes,Yes,Yes,Yes,NA,No,NA,NA,NA,119000,15000,NA,400,50,NA,0,Yes,1,Yes,NA,NA,1,1,NA,119000,59500,15000,30000,NA,NA,400,200,50,100,NA,NA
783,Chile,32,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,Yes,Yes,No,NA,NA,1493000,15000,NA,5000,50,NA,NA,0,No,1,No,NA,0,0,NA,NA,1493000,746500,15000,30000,NA,NA,5000,2500,50,100
784,Chile,22,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,DK,NA,NA,DK,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,50,NA,NA,NA
785,Chile,24,Femenino,University completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,149000,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,149000,74500,NA,NA,NA,NA,500,250,NA,NA
786,Chile,23,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,DK,NA,NA,Yes,DK,NA,NA,15000,15000,60000,50,50,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,15000,NA,15000,NA,60000,NA,50,NA,50,NA,200,NA
787,Chile,25,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,15000,30000,NA,NA,NA,NA,50,100,NA,NA
788,Chile,69,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,30000,3000,15000,100,10,50,1,Yes,1,Yes,1,Yes,1,1,1,30000,60000,3000,6000,15000,30000,100,200,10,20,50,100
789,Chile,25,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,DK,No,NA,No,No,NA,NA,NA,30000,1493000,NA,100,5000,NA,1,Yes,0,No,NA,NA,1,0,NA,30000,60000,1493000,746500,NA,NA,100,200,5000,2500,NA,NA
790,Chile,23,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,1493000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,1493000,746500,NA,NA,NA,NA,5000,2500,NA,NA
791,Chile,42,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,15000,7500,NA,NA,NA,NA,50,25,NA,NA
792,Chile,58,Masculino,Unknown/missing,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,1493000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,1493000,746500,NA,NA,NA,NA,5000,2500,NA,NA
793,Chile,32,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,No,NA,No,DK,NA,NA,NA,NA,149000,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,149000,74500,NA,NA,NA,NA,500,250,NA,NA
794,Chile,19,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,RS,NA,NA,No,NA,NA,NA,NA,299000,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299000,NA,NA,NA,NA,NA,1000,NA,NA,NA
795,Chile,29,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,Yes,No,No,NA,No,No,NA,NA,NA,60000,149000,NA,200,500,NA,0,Yes,0,No,NA,NA,1,0,NA,60000,30000,149000,74500,NA,NA,200,100,500,250,NA,NA
796,Chile,23,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,DK,NA,NA,No,NA,NA,NA,30000,149000,NA,100,500,NA,1,No,NA,NA,NA,NA,0,NA,NA,30000,60000,149000,NA,NA,NA,100,200,500,NA,NA,NA
797,Chile,22,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,DK,No,NA,No,DK,NA,NA,NA,299000,149000,NA,1000,500,NA,0,No,0,No,NA,NA,0,0,NA,299000,149500,149000,74500,NA,NA,1000,500,500,250,NA,NA
798,Chile,64,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,RS,NA,NA,NA,NA,299000,NA,NA,1000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,299000,149500,NA,NA,NA,NA,1000,500,NA,NA
799,Chile,26,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,No,NA,No,Yes,No,NA,Yes,NA,149000,60000,NA,500,200,NA,NA,0,No,0,Yes,NA,0,1,NA,NA,149000,74500,60000,30000,NA,NA,500,250,200,100
800,Chile,23,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,Yes,Yes,DK,NA,NA,30000,15000,NA,100,50,NA,NA,0,No,1,DK,NA,0,NA,NA,NA,30000,15000,15000,30000,NA,NA,100,50,50,100
801,Chile,27,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,No,NA,No,No,NA,NA,NA,60000,299000,NA,200,1000,NA,0,No,0,No,NA,NA,0,0,NA,60000,30000,299000,149500,NA,NA,200,100,1000,500,NA,NA
802,Chile,56,Masculino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,15000,3000,NA,50,10,NA,1,No,1,Yes,NA,NA,0,1,NA,15000,30000,3000,6000,NA,NA,50,100,10,20,NA,NA
803,Chile,23,Femenino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,Yes,No,NA,30000,3000,3000,100,10,10,1,No,1,Yes,1,No,0,1,0,30000,60000,3000,6000,3000,6000,100,200,10,20,10,20
804,Chile,23,Masculino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,Yes,NA,No,NA,NA,NA,119000,30000,NA,400,100,NA,0,No,1,Yes,NA,NA,0,1,NA,119000,59500,30000,60000,NA,NA,400,200,100,200,NA,NA
805,Chile,20,Masculino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,NA,1493000,3000,NA,5000,10,NA,NA,0,No,1,Yes,NA,0,1,NA,NA,1493000,746500,3000,6000,NA,NA,5000,2500,10,20
806,Chile,66,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,Yes,NA,Yes,Yes,No,NA,60000,3000,3000,200,10,10,0,No,1,Yes,1,No,0,1,0,60000,30000,3000,6000,3000,6000,200,100,10,20,10,20
807,Chile,33,Masculino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,No,No,NA,No,No,NA,NA,NA,30000,149000,NA,100,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,30000,NA,149000,74500,NA,NA,100,NA,500,250,NA,NA
808,Chile,57,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,RS,RS,NA,NA,NA,NA,149000,NA,NA,500,NA,NA,NA,0,RS,NA,NA,NA,NA,NA,NA,NA,149000,74500,NA,NA,NA,NA,500,250,NA,NA
809,Chile,24,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,Yes,No,NA,NA,NA,119000,30000,NA,400,100,NA,0,No,0,Yes,NA,NA,0,1,NA,119000,59500,30000,15000,NA,NA,400,200,100,50,NA,NA
810,Chile,23,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,Yes,DK,NA,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,15000,30000,NA,NA,NA,NA,50,100,NA,NA
811,Chile,67,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,No,NA,NA,3000,15000,NA,10,50,NA,NA,1,Yes,1,No,NA,1,0,NA,NA,3000,6000,15000,30000,NA,NA,10,20,50,100
812,Chile,44,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,No,No,NA,No,No,NA,NA,NA,60000,1493000,NA,200,5000,NA,1,DK,0,No,NA,NA,NA,0,NA,60000,120000,1493000,746500,NA,NA,200,400,5000,2500,NA,NA
813,Chile,62,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,RS,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,299000,30000,15000,1000,100,50,1,RS,1,Yes,1,Yes,NA,1,1,299000,598000,30000,60000,15000,30000,1000,2000,100,200,50,100
814,Chile,19,Masculino,Secondary completed,Do not know,Do not know,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,1493000,NA,NA,5000,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,1493000,746500,NA,NA,NA,NA,5000,2500,NA,NA
815,Chile,19,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,DK,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,0,DK,NA,NA,NA,NA,NA,NA,NA,15000,7500,NA,NA,NA,NA,50,25,NA,NA
816,Chile,41,Femenino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,149000,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,149000,74500,NA,NA,NA,NA,500,250,NA,NA
817,Chile,23,Masculino,University completed,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,149000,NA,NA,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,149000,74500,NA,NA,NA,NA,500,250,NA,NA
818,Chile,56,Femenino,University completed,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,No,NA,No,No,NA,NA,NA,NA,15000,NA,NA,50,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,15000,7500,NA,NA,NA,NA,50,25,NA,NA
819,Chile,26,Masculino,Secondary completed,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,No,No,NA,No,DK,NA,NA,NA,299000,3000,NA,1000,10,NA,NA,NA,0,No,NA,NA,NA,0,NA,299000,NA,3000,1500,NA,NA,1000,NA,10,5,NA,NA
820,Chile,33,Femenino,Unknown/missing,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,No,No,NA,No,No,NA,NA,NA,60000,149000,NA,200,500,NA,NA,NA,0,No,NA,NA,NA,0,NA,60000,NA,149000,74500,NA,NA,200,NA,500,250,NA,NA
821,Chile,41,Femenino,Secondary completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,No,NA,No,No,NA,NA,NA,299000,3000,NA,1000,10,NA,0,No,0,No,NA,NA,0,0,NA,299000,149500,3000,1500,NA,NA,1000,500,10,5,NA,NA
822,Chile,33,Femenino,University completed,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,No,NA,No,NA,NA,NA,299000,299000,NA,1000,1000,NA,0,No,1,No,NA,NA,0,0,NA,299000,149500,299000,598000,NA,NA,1000,500,1000,2000,NA,NA
